app_name,score,label
X-Blades,0.9704264402389526,NEGATIVE
BioShock Infinite,0.9873067140579224,NEGATIVE
BioShock Infinite,0.998680055141449,POSITIVE
BioShock Infinite,0.9997840523719788,POSITIVE
BioShock Infinite,0.9981514811515808,POSITIVE
BioShock Infinite,0.9875537157058716,NEGATIVE
BioShock Infinite,0.9804577231407166,NEGATIVE
BioShock Infinite,0.9998020529747009,POSITIVE
BioShock Infinite,0.9743388295173645,NEGATIVE
BioShock Infinite,0.9998714923858643,POSITIVE
BioShock Infinite,0.993811845779419,NEGATIVE
BioShock Infinite,0.9997805953025818,POSITIVE
Sid Meier's Civilization V,0.9998366832733154,POSITIVE
Sid Meier's Civilization V,0.9996728897094727,NEGATIVE
Sid Meier's Civilization V,0.9994410872459412,POSITIVE
Sid Meier's Civilization V,0.7481210231781006,POSITIVE
Sid Meier's Civilization V,0.9997805953025818,POSITIVE
Sid Meier's Civilization V,0.9938169121742249,NEGATIVE
Sid Meier's Civilization V,0.9857951402664185,POSITIVE
Sid Meier's Civilization V,0.982108473777771,NEGATIVE
Sid Meier's Civilization V,0.9623894691467285,NEGATIVE
Sid Meier's Civilization V,0.7481210231781006,POSITIVE
Sid Meier's Civilization V,0.9956165552139282,POSITIVE
Sid Meier's Civilization V,0.9977996945381165,POSITIVE
Sid Meier's Civilization V,0.9912976026535034,NEGATIVE
Sid Meier's Civilization V,0.9965677261352539,NEGATIVE
Sid Meier's Civilization V,0.9889867305755615,NEGATIVE
Sid Meier's Civilization V,0.9960384368896484,NEGATIVE
Sid Meier's Civilization V,0.9764994978904724,POSITIVE
Sid Meier's Civilization V,0.9601816534996033,POSITIVE
Sid Meier's Civilization V,0.9601134061813354,NEGATIVE
Sid Meier's Civilization V,0.9997805953025818,POSITIVE
STAR WARS™ Empire at War: Gold Pack,0.9849669337272644,NEGATIVE
STAR WARS™ Empire at War: Gold Pack,0.9997287392616272,POSITIVE
STAR WARS™ Empire at War: Gold Pack,0.8456799983978271,NEGATIVE
STAR WARS™ Empire at War: Gold Pack,0.998129665851593,POSITIVE
STAR WARS™ Empire at War: Gold Pack,0.9998403787612915,POSITIVE
STAR WARS™ Empire at War: Gold Pack,0.9998735189437866,POSITIVE
STAR WARS™ Empire at War: Gold Pack,0.9995125532150269,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.9996527433395386,NEGATIVE
Batman: Arkham Asylum GOTY Edition,0.7481210231781006,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.9998295307159424,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.5591202974319458,NEGATIVE
Batman: Arkham Asylum GOTY Edition,0.6220493316650391,NEGATIVE
Batman: Arkham Asylum GOTY Edition,0.9995653033256531,NEGATIVE
Batman: Arkham Asylum GOTY Edition,0.999356210231781,NEGATIVE
Batman: Arkham Asylum GOTY Edition,0.9641504287719727,NEGATIVE
Batman: Arkham Asylum GOTY Edition,0.9807794690132141,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.9997805953025818,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.985200047492981,NEGATIVE
Batman: Arkham Asylum GOTY Edition,0.9994673132896423,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.7481210231781006,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.990522027015686,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.9775636792182922,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.999815046787262,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.9916278123855591,NEGATIVE
Batman: Arkham Asylum GOTY Edition,0.9996811151504517,NEGATIVE
Batman: Arkham Asylum GOTY Edition,0.9992411136627197,POSITIVE
Batman: Arkham Asylum GOTY Edition,0.9998493194580078,POSITIVE
FINAL FANTASY XIV Online,0.9977207779884338,NEGATIVE
FINAL FANTASY XIV Online,0.9998427629470825,POSITIVE
FINAL FANTASY XIV Online,0.7239159941673279,POSITIVE
FINAL FANTASY XIV Online,0.999775230884552,POSITIVE
FINAL FANTASY XIV Online,0.999842643737793,POSITIVE
FINAL FANTASY XIV Online,0.971825897693634,NEGATIVE
FINAL FANTASY XIV Online,0.9994208812713623,POSITIVE
FINAL FANTASY XIV Online,0.9998618364334106,POSITIVE
FINAL FANTASY XIV Online,0.999775230884552,POSITIVE
FINAL FANTASY XIV Online,0.9991033673286438,NEGATIVE
FINAL FANTASY XIV Online,0.9985975623130798,NEGATIVE
FINAL FANTASY XIV Online,0.9998550415039062,POSITIVE
FINAL FANTASY XIV Online,0.9997143149375916,POSITIVE
FINAL FANTASY XIV Online,0.9968480467796326,POSITIVE
FINAL FANTASY XIV Online,0.7481210231781006,POSITIVE
FINAL FANTASY XIV Online,0.9997979998588562,POSITIVE
FINAL FANTASY XIV Online,0.9781930446624756,NEGATIVE
FINAL FANTASY XIV Online,0.9986479878425598,POSITIVE
FINAL FANTASY XIV Online,0.999803364276886,POSITIVE
FINAL FANTASY XIV Online,0.9997491240501404,POSITIVE
FINAL FANTASY XIV Online,0.9750508069992065,POSITIVE
FINAL FANTASY XIV Online,0.9876213669776917,NEGATIVE
FINAL FANTASY XIV Online,0.9724754095077515,POSITIVE
FINAL FANTASY XIV Online,0.9228049516677856,NEGATIVE
FINAL FANTASY XIV Online,0.9956129789352417,NEGATIVE
FINAL FANTASY XIV Online,0.9517349600791931,NEGATIVE
FINAL FANTASY XIV Online,0.9998512268066406,POSITIVE
FINAL FANTASY XIV Online,0.9973618388175964,POSITIVE
FINAL FANTASY XIV Online,0.9998407363891602,POSITIVE
FINAL FANTASY XIV Online,0.9995948672294617,POSITIVE
FINAL FANTASY XIV Online,0.9983007311820984,NEGATIVE
FINAL FANTASY XIV Online,0.9998360872268677,POSITIVE
FINAL FANTASY XIV Online,0.9470856785774231,POSITIVE
FINAL FANTASY XIV Online,0.9997120499610901,POSITIVE
FINAL FANTASY XIV Online,0.9831966161727905,NEGATIVE
FINAL FANTASY XIV Online,0.9994788765907288,POSITIVE
FINAL FANTASY XIV Online,0.9998385906219482,POSITIVE
FINAL FANTASY XIV Online,0.9998512268066406,POSITIVE
FINAL FANTASY XIV Online,0.9906138181686401,POSITIVE
FINAL FANTASY XIV Online,0.9989577531814575,POSITIVE
FINAL FANTASY XIV Online,0.9488711953163147,POSITIVE
FINAL FANTASY XIV Online,0.8818945288658142,POSITIVE
FINAL FANTASY XIV Online,0.997861921787262,NEGATIVE
FINAL FANTASY XIV Online,0.9992414712905884,POSITIVE
FINAL FANTASY XIV Online,0.9905626773834229,NEGATIVE
Super Meat Boy,0.9815664291381836,NEGATIVE
Super Meat Boy,0.904428243637085,NEGATIVE
Super Meat Boy,0.9641887545585632,NEGATIVE
Super Meat Boy,0.9998691082000732,POSITIVE
Super Meat Boy,0.8506175875663757,NEGATIVE
Super Meat Boy,0.7297704815864563,POSITIVE
Super Meat Boy,0.9997336268424988,POSITIVE
Super Meat Boy,0.9916048049926758,POSITIVE
Super Meat Boy,0.9998589754104614,POSITIVE
Super Meat Boy,0.97730553150177,NEGATIVE
Super Meat Boy,0.977707028388977,NEGATIVE
Super Meat Boy,0.7670852541923523,POSITIVE
Super Meat Boy,0.996366024017334,NEGATIVE
Super Meat Boy,0.6706767082214355,POSITIVE
Super Meat Boy,0.9215050339698792,NEGATIVE
Super Meat Boy,0.9598798751831055,NEGATIVE
Super Meat Boy,0.9978721141815186,POSITIVE
Super Meat Boy,0.7481210231781006,POSITIVE
Super Meat Boy,0.9994297623634338,NEGATIVE
The Sims(TM) 3,0.9762707352638245,NEGATIVE
The Sims(TM) 3,0.5018197298049927,POSITIVE
The Sims(TM) 3,0.8538047075271606,NEGATIVE
The Sims(TM) 3,0.9907321333885193,NEGATIVE
The Sims(TM) 3,0.9998700618743896,POSITIVE
The Sims(TM) 3,0.963944673538208,POSITIVE
The Sims(TM) 3,0.9926264882087708,POSITIVE
The Sims(TM) 3,0.9841997623443604,NEGATIVE
The Sims(TM) 3,0.9996581077575684,POSITIVE
The Sims(TM) 3,0.9998611211776733,POSITIVE
The Sims(TM) 3,0.9452086091041565,POSITIVE
Mount & Blade: Warband,0.8963974118232727,NEGATIVE
Mount & Blade: Warband,0.9994787573814392,POSITIVE
Mount & Blade: Warband,0.9986762404441833,POSITIVE
Mount & Blade: Warband,0.9952117800712585,NEGATIVE
Mount & Blade: Warband,0.9997310042381287,POSITIVE
Saints Row: The Third,0.980432391166687,POSITIVE
Saints Row: The Third,0.9899857044219971,NEGATIVE
Saints Row: The Third,0.9966883063316345,NEGATIVE
Saints Row: The Third,0.9966447353363037,POSITIVE
Saints Row: The Third,0.9777349233627319,POSITIVE
Saints Row: The Third,0.9997687935829163,POSITIVE
Saints Row: The Third,0.9997805953025818,POSITIVE
Saints Row: The Third,0.7481210231781006,POSITIVE
Saints Row: The Third,0.7481210231781006,POSITIVE
Saints Row: The Third,0.9683167934417725,NEGATIVE
Saints Row: The Third,0.9997805953025818,POSITIVE
Saints Row: The Third,0.9884055852890015,POSITIVE
Saints Row: The Third,0.9784950613975525,POSITIVE
Saints Row: The Third,0.9996899366378784,POSITIVE
Saints Row: The Third,0.9971334934234619,POSITIVE
Saints Row: The Third,0.9921919703483582,NEGATIVE
Saints Row: The Third,0.9189054369926453,POSITIVE
Saints Row: The Third,0.9993625283241272,POSITIVE
Saints Row: The Third,0.8452327847480774,POSITIVE
Saints Row: The Third,0.9993312358856201,POSITIVE
Saints Row: The Third,0.9989556074142456,POSITIVE
Saints Row: The Third,0.9998539686203003,POSITIVE
Saints Row: The Third,0.999333918094635,POSITIVE
The Elder Scrolls V: Skyrim,0.9996236562728882,POSITIVE
The Elder Scrolls V: Skyrim,0.9931665062904358,NEGATIVE
The Elder Scrolls V: Skyrim,0.9791150093078613,POSITIVE
The Elder Scrolls V: Skyrim,0.980387270450592,NEGATIVE
The Elder Scrolls V: Skyrim,0.9965624213218689,POSITIVE
The Elder Scrolls V: Skyrim,0.8293707370758057,POSITIVE
The Elder Scrolls V: Skyrim,0.9822731614112854,NEGATIVE
The Elder Scrolls V: Skyrim,0.9734235405921936,NEGATIVE
The Elder Scrolls V: Skyrim,0.9423165321350098,NEGATIVE
Terraria,0.9991279244422913,POSITIVE
Terraria,0.9327973127365112,NEGATIVE
Terraria,0.9993975162506104,POSITIVE
Arma 3,0.9741696715354919,NEGATIVE
Arma 3,0.9930263757705688,NEGATIVE
Arma 3,0.9863792657852173,NEGATIVE
The Binding of Isaac,0.9901158213615417,NEGATIVE
The Binding of Isaac,0.9997707009315491,POSITIVE
The Binding of Isaac,0.9741249680519104,NEGATIVE
The Binding of Isaac,0.7481210231781006,POSITIVE
The Binding of Isaac,0.9998546838760376,POSITIVE
The Binding of Isaac,0.6287108063697815,NEGATIVE
The Binding of Isaac,0.9995482563972473,POSITIVE
The Binding of Isaac,0.7481210231781006,POSITIVE
The Binding of Isaac,0.9888028502464294,NEGATIVE
The Binding of Isaac,0.9997993111610413,POSITIVE
The Binding of Isaac,0.976166844367981,POSITIVE
The Binding of Isaac,0.9957597851753235,NEGATIVE
The Binding of Isaac,0.9906226992607117,NEGATIVE
The Binding of Isaac,0.5472386479377747,POSITIVE
The Binding of Isaac,0.9995761513710022,POSITIVE
The Binding of Isaac,0.9884130358695984,POSITIVE
The Binding of Isaac,0.6468157172203064,NEGATIVE
The Binding of Isaac,0.9913937449455261,NEGATIVE
The Binding of Isaac,0.9903297424316406,NEGATIVE
The Binding of Isaac,0.9569590091705322,POSITIVE
The Binding of Isaac,0.9445093870162964,NEGATIVE
The Binding of Isaac,0.9998717308044434,POSITIVE
The Binding of Isaac,0.9831386804580688,NEGATIVE
The Binding of Isaac,0.9984391331672668,NEGATIVE
The Binding of Isaac,0.9882907867431641,NEGATIVE
The Binding of Isaac,0.7409195303916931,POSITIVE
The Binding of Isaac,0.9997941851615906,POSITIVE
The Binding of Isaac,0.9922978281974792,POSITIVE
The Binding of Isaac,0.998450756072998,NEGATIVE
The Binding of Isaac,0.9491209387779236,NEGATIVE
The Binding of Isaac,0.9720549583435059,NEGATIVE
The Binding of Isaac,0.9997202754020691,POSITIVE
The Binding of Isaac,0.9883246421813965,NEGATIVE
The Binding of Isaac,0.9830542206764221,NEGATIVE
The Binding of Isaac,0.81577068567276,NEGATIVE
The Binding of Isaac,0.9998161196708679,POSITIVE
The Binding of Isaac,0.9916186928749084,NEGATIVE
The Binding of Isaac,0.9198301434516907,NEGATIVE
The Binding of Isaac,0.9998301267623901,POSITIVE
Cave Story+,0.9990566372871399,POSITIVE
Cave Story+,0.7481210231781006,POSITIVE
Cave Story+,0.9892303347587585,NEGATIVE
Cave Story+,0.9617314338684082,NEGATIVE
Cave Story+,0.9998394250869751,POSITIVE
Cave Story+,0.9998677968978882,POSITIVE
Cave Story+,0.9926867485046387,POSITIVE
Cave Story+,0.9905783534049988,POSITIVE
Cave Story+,0.9811581969261169,NEGATIVE
Cave Story+,0.9995236396789551,POSITIVE
Cave Story+,0.981845498085022,NEGATIVE
Cave Story+,0.9998843669891357,POSITIVE
Cave Story+,0.878679096698761,POSITIVE
Cave Story+,0.9998818635940552,POSITIVE
Cave Story+,0.9924108982086182,NEGATIVE
Cave Story+,0.9996021389961243,POSITIVE
Cave Story+,0.9998465776443481,POSITIVE
Cave Story+,0.9975546002388,POSITIVE
Cave Story+,0.9994283318519592,NEGATIVE
Cave Story+,0.9917429089546204,POSITIVE
Cave Story+,0.9994919300079346,POSITIVE
Cave Story+,0.9941535592079163,NEGATIVE
Cave Story+,0.9792819023132324,POSITIVE
Cave Story+,0.8744263648986816,NEGATIVE
Cave Story+,0.7215760350227356,NEGATIVE
Cave Story+,0.9997273087501526,POSITIVE
Cave Story+,0.999790370464325,NEGATIVE
Cave Story+,0.992375910282135,NEGATIVE
Cave Story+,0.9967676401138306,POSITIVE
Cave Story+,0.9929534792900085,NEGATIVE
Cave Story+,0.7090134620666504,NEGATIVE
Cave Story+,0.9997828602790833,POSITIVE
Cave Story+,0.9285529851913452,POSITIVE
Cave Story+,0.964874267578125,NEGATIVE
Cave Story+,0.5995151400566101,NEGATIVE
Cave Story+,0.9778022766113281,NEGATIVE
Cave Story+,0.9998874664306641,POSITIVE
Cave Story+,0.9930523633956909,NEGATIVE
Cave Story+,0.9958471655845642,POSITIVE
Cave Story+,0.9746083617210388,NEGATIVE
Cave Story+,0.9085268378257751,NEGATIVE
Cave Story+,0.5991237759590149,POSITIVE
Cave Story+,0.8039930462837219,POSITIVE
Cave Story+,0.9981630444526672,POSITIVE
Cave Story+,0.9884317517280579,NEGATIVE
Cave Story+,0.9991165995597839,POSITIVE
Cave Story+,0.989461362361908,NEGATIVE
Cave Story+,0.9993085861206055,POSITIVE
Cave Story+,0.999762237071991,POSITIVE
Cave Story+,0.8600069880485535,NEGATIVE
Tomb Raider,0.9660471081733704,NEGATIVE
Tomb Raider,0.9987500905990601,POSITIVE
Tomb Raider,0.9454334378242493,NEGATIVE
Tomb Raider,0.9290245771408081,NEGATIVE
Tomb Raider,0.9947439432144165,NEGATIVE
Tomb Raider,0.9993689656257629,POSITIVE
Tomb Raider,0.9998111128807068,POSITIVE
Tomb Raider,0.9983487129211426,POSITIVE
Tomb Raider,0.7870666980743408,NEGATIVE
Tomb Raider,0.9989253878593445,POSITIVE
Castle Crashers,0.9998588562011719,POSITIVE
Castle Crashers,0.9841455817222595,POSITIVE
Dishonored,0.9891479015350342,NEGATIVE
Dishonored,0.7481210231781006,POSITIVE
Dishonored,0.9998515844345093,POSITIVE
Dishonored,0.8992213010787964,POSITIVE
Dishonored,0.9830280542373657,NEGATIVE
Dishonored,0.9959850311279297,NEGATIVE
Dishonored,0.9996914863586426,POSITIVE
Dishonored,0.9998542070388794,POSITIVE
Dishonored,0.9967799782752991,NEGATIVE
Dishonored,0.9967079162597656,POSITIVE
Dishonored,0.999836802482605,POSITIVE
Dishonored,0.9973328113555908,POSITIVE
Dishonored,0.9113691449165344,NEGATIVE
Dishonored,0.9991596937179565,POSITIVE
Dishonored,0.9968495965003967,NEGATIVE
Dishonored,0.7481210231781006,POSITIVE
Dishonored,0.9997758269309998,POSITIVE
Dishonored,0.7437410950660706,NEGATIVE
Dishonored,0.9995750784873962,POSITIVE
Dishonored,0.9994691014289856,POSITIVE
Dishonored,0.9995978474617004,POSITIVE
Dishonored,0.9978235960006714,POSITIVE
Dishonored,0.9998224377632141,POSITIVE
Dishonored,0.7481210231781006,POSITIVE
Dishonored,0.9998421669006348,POSITIVE
Gunpoint,0.9998428821563721,POSITIVE
Gunpoint,0.9894793629646301,NEGATIVE
Gunpoint,0.9998586177825928,POSITIVE
Gunpoint,0.9990063309669495,POSITIVE
Gunpoint,0.9997993111610413,POSITIVE
To the Moon,0.9419868588447571,POSITIVE
The Walking Dead,0.9994799494743347,POSITIVE
The Walking Dead,0.9980683922767639,NEGATIVE
The Walking Dead,0.9998026490211487,POSITIVE
The Walking Dead,0.998783528804779,POSITIVE
The Walking Dead,0.7481210231781006,POSITIVE
The Walking Dead,0.9997805953025818,POSITIVE
The Walking Dead,0.9998832941055298,POSITIVE
The Walking Dead,0.9998546838760376,POSITIVE
The Walking Dead,0.9996587038040161,POSITIVE
The Walking Dead,0.9617322087287903,POSITIVE
The Walking Dead,0.992701530456543,POSITIVE
The Walking Dead,0.7481210231781006,POSITIVE
The Walking Dead,0.9994373917579651,POSITIVE
The Walking Dead,0.9955228567123413,POSITIVE
The Walking Dead,0.7481210231781006,POSITIVE
The Walking Dead,0.9690768122673035,NEGATIVE
The Walking Dead,0.9988514184951782,POSITIVE
The Walking Dead,0.9998717308044434,POSITIVE
The Walking Dead,0.7481210231781006,POSITIVE
The Walking Dead,0.9918093085289001,NEGATIVE
The Walking Dead,0.9998161196708679,POSITIVE
The Walking Dead,0.84544837474823,POSITIVE
The Walking Dead,0.9044325947761536,NEGATIVE
The Walking Dead,0.9767728447914124,NEGATIVE
The Walking Dead,0.9431865811347961,NEGATIVE
The Walking Dead,0.9994910955429077,POSITIVE
The Walking Dead,0.9992885589599609,POSITIVE
The Walking Dead,0.8669677376747131,POSITIVE
FTL: Faster Than Light,0.9998630285263062,POSITIVE
FTL: Faster Than Light,0.9962732791900635,NEGATIVE
FTL: Faster Than Light,0.9729064702987671,NEGATIVE
FTL: Faster Than Light,0.9951748251914978,NEGATIVE
FTL: Faster Than Light,0.6546756625175476,POSITIVE
FTL: Faster Than Light,0.9998669624328613,POSITIVE
FTL: Faster Than Light,0.9632074236869812,NEGATIVE
FTL: Faster Than Light,0.7065927386283875,POSITIVE
FTL: Faster Than Light,0.9967077970504761,POSITIVE
FTL: Faster Than Light,0.9239558577537537,NEGATIVE
FTL: Faster Than Light,0.9961621761322021,POSITIVE
FTL: Faster Than Light,0.9993669390678406,POSITIVE
FTL: Faster Than Light,0.9318351149559021,NEGATIVE
FTL: Faster Than Light,0.9949847459793091,NEGATIVE
FTL: Faster Than Light,0.7025546431541443,NEGATIVE
FTL: Faster Than Light,0.9922549724578857,NEGATIVE
FTL: Faster Than Light,0.996810257434845,POSITIVE
FTL: Faster Than Light,0.987846314907074,NEGATIVE
FTL: Faster Than Light,0.9740894436836243,NEGATIVE
FTL: Faster Than Light,0.9993410706520081,POSITIVE
FTL: Faster Than Light,0.8827579021453857,NEGATIVE
FTL: Faster Than Light,0.9998027682304382,POSITIVE
FTL: Faster Than Light,0.7481210231781006,POSITIVE
FTL: Faster Than Light,0.9998729228973389,POSITIVE
FTL: Faster Than Light,0.9962198138237,NEGATIVE
FTL: Faster Than Light,0.9990267753601074,NEGATIVE
FTL: Faster Than Light,0.994682252407074,POSITIVE
FTL: Faster Than Light,0.998455286026001,POSITIVE
South Park™: The Stick of Truth™,0.9931952953338623,POSITIVE
South Park™: The Stick of Truth™,0.9990625977516174,POSITIVE
South Park™: The Stick of Truth™,0.975440502166748,POSITIVE
South Park™: The Stick of Truth™,0.9771780967712402,NEGATIVE
South Park™: The Stick of Truth™,0.9190342426300049,NEGATIVE
South Park™: The Stick of Truth™,0.9088686108589172,NEGATIVE
South Park™: The Stick of Truth™,0.9997805953025818,POSITIVE
South Park™: The Stick of Truth™,0.9998395442962646,POSITIVE
South Park™: The Stick of Truth™,0.9732900857925415,NEGATIVE
South Park™: The Stick of Truth™,0.7335869073867798,POSITIVE
South Park™: The Stick of Truth™,0.9967976212501526,NEGATIVE
South Park™: The Stick of Truth™,0.993228018283844,NEGATIVE
South Park™: The Stick of Truth™,0.9994828701019287,POSITIVE
South Park™: The Stick of Truth™,0.8011205792427063,NEGATIVE
South Park™: The Stick of Truth™,0.9504513144493103,NEGATIVE
South Park™: The Stick of Truth™,0.9978682994842529,NEGATIVE
South Park™: The Stick of Truth™,0.9759425520896912,NEGATIVE
South Park™: The Stick of Truth™,0.999705970287323,POSITIVE
South Park™: The Stick of Truth™,0.9995874762535095,POSITIVE
Mark of the Ninja,0.9903019070625305,NEGATIVE
Mark of the Ninja,0.9998161196708679,POSITIVE
Mark of the Ninja,0.9990748167037964,POSITIVE
Mark of the Ninja,0.9921729564666748,NEGATIVE
Mark of the Ninja,0.9998385906219482,POSITIVE
Mark of the Ninja,0.9930310845375061,NEGATIVE
Mark of the Ninja,0.9998161196708679,POSITIVE
Mark of the Ninja,0.999757707118988,POSITIVE
Mark of the Ninja,0.9341580867767334,POSITIVE
Mark of the Ninja,0.9867143034934998,NEGATIVE
Mark of the Ninja,0.9997661709785461,POSITIVE
Mark of the Ninja,0.5400460958480835,NEGATIVE
Mark of the Ninja,0.9853243231773376,POSITIVE
Mark of the Ninja,0.9995526671409607,POSITIVE
Mark of the Ninja,0.9482289552688599,NEGATIVE
Mark of the Ninja,0.9716130495071411,NEGATIVE
Mark of the Ninja,0.9917272329330444,POSITIVE
Mark of the Ninja,0.9878716468811035,NEGATIVE
Mark of the Ninja,0.5685667395591736,POSITIVE
Mark of the Ninja,0.9890029430389404,POSITIVE
Mark of the Ninja,0.972468912601471,POSITIVE
Mark of the Ninja,0.7481210231781006,POSITIVE
Mark of the Ninja,0.9998779296875,POSITIVE
Mark of the Ninja,0.9794002175331116,NEGATIVE
Mark of the Ninja,0.9995278120040894,POSITIVE
Mark of the Ninja,0.9997648596763611,POSITIVE
Mark of the Ninja,0.9177877902984619,NEGATIVE
Mark of the Ninja,0.999885082244873,POSITIVE
Mark of the Ninja,0.9870957136154175,NEGATIVE
Mark of the Ninja,0.9218302965164185,NEGATIVE
Mark of the Ninja,0.9919974207878113,POSITIVE
Mark of the Ninja,0.9933172464370728,NEGATIVE
Mark of the Ninja,0.9998732805252075,POSITIVE
Mark of the Ninja,0.9998825788497925,POSITIVE
Mark of the Ninja,0.999841570854187,POSITIVE
Mark of the Ninja,0.9945008754730225,POSITIVE
Mark of the Ninja,0.9791864156723022,NEGATIVE
Mark of the Ninja,0.9781002998352051,POSITIVE
Mark of the Ninja,0.7917279601097107,NEGATIVE
Mark of the Ninja,0.997946560382843,NEGATIVE
Mark of the Ninja,0.9985270500183105,POSITIVE
Mark of the Ninja,0.9998581409454346,POSITIVE
Mark of the Ninja,0.7481210231781006,POSITIVE
Mark of the Ninja,0.9996613264083862,POSITIVE
Mark of the Ninja,0.9990948438644409,POSITIVE
Mark of the Ninja,0.993960976600647,NEGATIVE
Mark of the Ninja,0.9918102622032166,NEGATIVE
Mark of the Ninja,0.999841570854187,POSITIVE
Mark of the Ninja,0.9963449835777283,NEGATIVE
Mark of the Ninja,0.9902305006980896,NEGATIVE
Mark of the Ninja,0.9998331069946289,POSITIVE
Mark of the Ninja,0.9639036655426025,NEGATIVE
Mark of the Ninja,0.9979466795921326,POSITIVE
Mark of the Ninja,0.9675120115280151,NEGATIVE
Mark of the Ninja,0.9948989748954773,NEGATIVE
Mark of the Ninja,0.9998397827148438,POSITIVE
Mark of the Ninja,0.9512740969657898,POSITIVE
Mark of the Ninja,0.8514372110366821,NEGATIVE
Mark of the Ninja,0.9763841032981873,POSITIVE
Mark of the Ninja,0.9994496703147888,POSITIVE
Mark of the Ninja,0.9904091358184814,NEGATIVE
Mark of the Ninja,0.9772781729698181,NEGATIVE
Mark of the Ninja,0.9984866380691528,POSITIVE
Mark of the Ninja,0.7481210231781006,POSITIVE
Mark of the Ninja,0.7481210231781006,POSITIVE
Mark of the Ninja,0.994491457939148,NEGATIVE
Total War: ROME II - Emperor Edition,0.9980401396751404,POSITIVE
Total War: ROME II - Emperor Edition,0.9871662259101868,NEGATIVE
Total War: ROME II - Emperor Edition,0.9869583249092102,POSITIVE
Total War: ROME II - Emperor Edition,0.999775230884552,POSITIVE
Total War: ROME II - Emperor Edition,0.9997805953025818,POSITIVE
Total War: ROME II - Emperor Edition,0.9998383522033691,POSITIVE
Total War: ROME II - Emperor Edition,0.9997867941856384,POSITIVE
Total War: ROME II - Emperor Edition,0.9998161196708679,POSITIVE
Total War: ROME II - Emperor Edition,0.9874067902565002,NEGATIVE
